Output Values per Iteration 
Iter.#	Fitness		k_EOC		NPF_max
1	147.228516	1.008404	2.545
2	149.838097	1.012783	2.434
3	149.838097	1.012783	2.434
4	149.838097	1.012783	2.434
5	147.228516	1.008404	2.545
6	147.228516	1.008404	2.545
7	147.492881	1.007636	2.527
8	150.090045	1.011988	2.418
9	148.763291	1.015052	2.499
10	146.155294	1.010662	2.616
11	148.763291	1.015052	2.499
12	150.090045	1.011988	2.418
13	147.492881	1.007636	2.527
14	147.228516	1.008404	2.545
15	147.492881	1.007636	2.527
16	146.297200	1.010656	2.608
17	148.763390	1.015053	2.499
18	158.776002	1.016108	2.076
19	150.090045	1.011988	2.418
20	158.776002	1.016108	2.076
21	149.585682	1.015166	2.458
22	150.090045	1.011988	2.418
23	149.585682	1.015166	2.458
24	150.090045	1.011988	2.418
25	158.723475	1.014430	2.072
26	150.312710	0.960691	2.188
27	141.064731	0.930213	2.465
28	137.405510	0.949746	2.780
29	146.780872	0.949261	2.287
30	132.282604	0.928800	2.989
31	140.460491	0.928110	2.485
32	117.661774	0.877427	3.907
33	152.791451	0.969126	2.125
34	153.140222	0.971020	2.119
35	155.511034	1.003435	2.150
36	160.022256	1.019746	2.045
37	161.810941	1.026778	2.008
38	159.593991	1.014815	2.043
39	136.982376	0.948150	2.797
40	136.285881	0.945455	2.825
41	153.214084	0.981215	2.154
42	139.177944	0.932992	2.578
43	108.775860	0.848289	4.843
44	156.749784	0.998696	2.087
45	140.011582	0.959114	2.677
46	157.994541	1.011314	2.087
47	147.518724	0.962565	2.312
48	118.598937	0.880588	3.830
49	144.727286	0.973942	2.498
50	156.749784	0.998696	2.087
51	161.262882	1.029362	2.035
52	0.000000	0.870616	5.047
53	161.683618	1.027315	2.014
54	161.322538	1.029073	2.032
55	161.477682	1.025531	2.015
56	160.115493	1.017731	2.035
57	161.560917	1.027888	2.020
58	161.619717	1.027577	2.017
59	141.811149	0.943194	2.492
60	154.217671	1.032309	2.320
61	160.063864	1.017802	2.037
62	159.610265	1.018501	2.055
63	159.236579	1.014129	2.053
64	158.554198	1.019802	2.097
65	159.692541	1.015814	2.043
66	159.459323	1.014922	2.048
67	159.053207	1.013437	2.057
68	160.153046	1.018409	2.036
69	155.891816	0.994211	2.102
70	159.049244	1.012230	2.053
71	160.772948	1.027061	2.044
72	160.984439	1.028319	2.041
73	158.564081	1.033850	2.148
74	146.759980	0.973124	2.394
75	108.429805	0.839637	4.747
76	156.580766	1.003140	2.109
77	160.794680	1.027576	2.045
78	161.672685	1.031127	2.027
79	162.538794	1.035680	2.013
80	161.530921	1.030289	2.029
81	162.793093	1.036734	2.008
82	140.617805	0.945727	2.568
83	145.413492	0.963103	2.411
84	162.479224	1.035380	2.014
85	133.149755	0.946626	3.056
86	162.639872	1.036096	2.011
87	162.180928	1.034173	2.020
88	161.803474	1.031552	2.024
89	162.600268	1.035999	2.012
90	161.704141	1.032344	2.030
91	141.469255	0.949070	2.540
92	161.164910	1.030444	2.042
93	162.047123	1.033721	2.023
94	161.753107	1.031342	2.025
95	143.528186	0.956600	2.472
96	156.083569	0.999757	2.115
97	138.552868	0.962331	2.786
98	121.469490	0.910357	3.838
99	111.004831	0.874457	4.912
100	163.556790	1.046910	2.016
101	155.769618	1.022619	2.214
102	142.220272	0.951862	2.515
103	129.614563	0.945507	3.344
104	150.727914	1.007477	2.367
105	163.391713	1.047351	2.023
106	159.678913	1.024402	2.073
107	145.613425	0.963855	2.405
108	156.876823	1.003917	2.101
109	163.218531	1.041352	2.009
110	163.358418	1.041853	2.006
111	153.751003	0.991136	2.171
112	162.964257	1.035707	1.999
113	137.060700	0.950513	2.807
114	157.643944	1.049302	2.245
115	162.866841	1.040219	2.017
116	148.373503	0.972609	2.318
117	156.264019	1.049829	2.306
118	153.109911	0.989046	2.188
119	158.326763	1.013832	2.084
120	160.144691	1.024210	2.056
121	131.401532	0.932305	3.082
122	152.879792	0.988253	2.194
123	163.467314	1.047213	2.020
124	163.835451	1.043612	1.996
125	163.316889	1.041738	2.007
126	163.972551	1.045928	1.999
127	152.548728	1.005126	2.276
128	164.208348	1.046773	1.994
129	147.108838	0.989446	2.455
130	147.400967	0.990355	2.445
131	164.359871	1.048928	1.996
132	165.245284	1.057594	1.995
133	163.827954	1.052074	2.024
134	163.920982	1.052415	2.022
135	163.549179	1.051047	2.030
136	125.638617	0.930255	3.588
137	163.594072	1.051203	2.029
138	163.460447	1.059565	2.062
139	153.532055	1.014856	2.275
140	148.498086	0.982887	2.358
141	155.375428	1.005504	2.163
142	162.993134	1.059713	2.079
143	165.184776	1.057290	1.996
144	0.000000	0.874912	5.079
145	133.694903	0.952942	3.062
146	164.763665	1.055485	2.004
147	0.000000	0.871383	5.202
148	164.146398	1.051672	2.012
149	143.279977	0.964544	2.525
150	159.941137	1.028490	2.078
151	162.080785	1.059999	2.113
152	164.099400	1.053016	2.018
153	152.515271	1.010900	2.302
154	163.253931	1.046856	2.026
155	157.225764	1.012983	2.121
156	143.551576	0.965552	2.516
157	164.285690	1.053692	2.014
158	149.911806	0.987284	2.314
159	163.467962	1.050821	2.032
160	145.704591	0.972540	2.442
161	111.571489	0.860486	4.554
162	164.202153	1.053452	2.016
163	164.248366	1.059328	2.034
164	144.689554	1.004115	2.663
165	136.489349	0.979023	3.045
166	160.946124	1.040951	2.086
167	164.332139	1.053859	2.013
168	162.962191	1.036302	2.001
169	158.346002	1.020202	2.106
170	165.500437	1.058629	1.990
171	160.519132	1.060527	2.174
172	165.436915	1.058296	1.991
173	165.638523	1.059406	1.988
174	142.194929	0.960403	2.561
175	152.583363	0.996287	2.238
176	164.479286	1.054742	2.011
177	160.962306	1.041398	2.087
178	164.183315	1.051437	2.010
179	165.137227	1.056808	1.996
180	163.797785	1.052369	2.026
181	157.962358	1.016868	2.108
182	148.387725	0.982653	2.362
183	163.026148	1.045446	2.029
184	160.228525	1.061721	2.190
185	147.034277	0.978045	2.404
186	116.705749	0.905336	4.436
187	165.594472	1.059271	1.989
188	155.949184	1.007343	2.148
189	157.086160	1.012115	2.123
190	165.209573	1.057232	1.995
191	164.672034	1.055475	2.007
192	160.607989	1.032095	2.067
193	154.426682	1.002394	2.188
194	165.124008	1.056674	1.996
195	165.274878	1.057894	1.995
196	145.540307	0.972932	2.452
197	157.693950	1.015530	2.113
198	152.044175	0.994486	2.253
199	163.151536	1.046118	2.027
200	164.528587	1.054937	2.010
201	165.029369	1.056949	2.000
202	124.023678	0.930199	3.767
203	163.664519	1.048910	2.019
204	161.200595	1.061376	2.151
205	157.086160	1.012115	2.123
206	151.372006	1.013566	2.365
207	152.546188	0.996156	2.239
208	165.586580	1.059191	1.989
209	165.639214	1.059413	1.988
210	151.740637	1.061264	2.583
211	165.533583	1.058965	1.990
